"icd","ccs","ccsdesc","icddesc","optccs","optccsdesc","icdvers"
"5245","136","Teeth dx","ABN DENTOFACIAL FUNCTION (End 2004)",,,"ICD-9-CM"
"52450","136","Teeth dx","DENTOFAC FUNCT ABNOR NOS (Begin 2004)",,,"ICD-9-CM"
"52451","136","Teeth dx","ABNORMAL JAW CLOSURE (Begin 2004)",,,"ICD-9-CM"
"52452","136","Teeth dx","LIMITED MANDIBULAR ROM (Begin 2004)",,,"ICD-9-CM"
"52453","136","Teeth dx","DEV OPEN/CLOSE MANDIBLE (Begin 2004)",,,"ICD-9-CM"
"52454","136","Teeth dx","INSUFF ANTERIOR GUIDANCE (Begin 2004)",,,"ICD-9-CM"
"52455","136","Teeth dx","CENTRIC OCCL INTRCSP DIS (Begin 2004)",,,"ICD-9-CM"
"52456","136","Teeth dx","NONWORK SIDE INTERFRNCE (Begin 2004)",,,"ICD-9-CM"
"52457","136","Teeth dx","LACK POST OCCLSL SUPPORT (Begin 2004)",,,"ICD-9-CM"
"52459","136","Teeth dx","DENTOFAC FUNCT ABNOR NEC (Begin 2004)",,,"ICD-9-CM"
"5246","136","Teeth dx","TEMPOROMANDIBULAR JT DIS (Begin 1980 End 1991)",,,"ICD-9-CM"
"52460","136","Teeth dx","TMJ DISORDERS NOS (Begin 1991)",,,"ICD-9-CM"
"52461","136","Teeth dx","ADHESNS/ANKYLOSIS - TMJ (Begin 1991)",,,"ICD-9-CM"
"52462","136","Teeth dx","ARTHRALGIA TMJ (Begin 1991)",,,"ICD-9-CM"
"52463","136","Teeth dx","ARTICULAR DISC DISORDER (Begin 1991)",,,"ICD-9-CM"
"52464","136","Teeth dx","TMJ SOUNDS OPN/CLOSE JAW (Begin 2004)",,,"ICD-9-CM"
"52469","136","Teeth dx","OTHER SPECF TMJ DISORDRS (Begin 1991)",,,"ICD-9-CM"
"52470","136","Teeth dx","ALVEOLAR ANOMALY NOS (Begin 1992)",,,"ICD-9-CM"
"52471","136","Teeth dx","ALVEOLAR MAXIL HYPER (Begin 1992)",,,"ICD-9-CM"
"52472","136","Teeth dx","ALVEOLAR MAND HYPER (Begin 1992)",,,"ICD-9-CM"
"52473","136","Teeth dx","ALVEOLAR MAXIL HYPO (Begin 1992)",,,"ICD-9-CM"
"52474","136","Teeth dx","ALVEOLAR MAND HYPO (Begin 1992)",,,"ICD-9-CM"
"52475","136","Teeth dx","VERTICAL DISPLACE TEETH (Begin 2004)",,,"ICD-9-CM"
"52476","136","Teeth dx","OCCLUSAL PLANE DEVIATION (Begin 2004)",,,"ICD-9-CM"
"52479","136","Teeth dx","ALVEOLAR ANOMALY NEC (Begin 1992)",,,"ICD-9-CM"
"5248","136","Teeth dx","DENTOFACIAL ANOMALY NEC (End 2004)",,,"ICD-9-CM"
"52481","136","Teeth dx","ANTERIOR SOFT TISS IMPG (Begin 2004)",,,"ICD-9-CM"
"52482","136","Teeth dx","POSTERIOR SOFT TISS IMPG (Begin 2004)",,,"ICD-9-CM"
"52489","136","Teeth dx","DENTOFACIAL ANOMALY NEC (Begin 2004)",,,"ICD-9-CM"
"5249","136","Teeth dx","DENTOFACIAL ANOMALY NOS",,,"ICD-9-CM"
"5250","136","Teeth dx","EXFOLIATION OF TEETH",,,"ICD-9-CM"
"5251","136","Teeth dx","LOSS OF TEETH- ACQUIRED (End 2001)",,,"ICD-9-CM"
"52510","136","Teeth dx","ACQUIRED ABSENCE OF TEETH NOS (Begin 2001)",,,"ICD-9-CM"
"52511","136","Teeth dx","LOSS OF TEETH DUE TO TRAUMA (Begin 2001)",,,"ICD-9-CM"
"52512","136","Teeth dx","LOSS OF TEETH DUE TO PERIODONTAL DX (Begin 2001)",,,"ICD-9-CM"
"52513","136","Teeth dx","LOSS OF TEETH DUE TO CARIES (Begin 2001)",,,"ICD-9-CM"
"52519","136","Teeth dx","OTHER LOSS OF TEETH (Begin 2001)",,,"ICD-9-CM"
"5252","136","Teeth dx","ATROPHY ALVEOLAR RIDGE (End 2004)",,,"ICD-9-CM"
"52520","136","Teeth dx","ATROPHY ALVLAR RIDGE NOS (Begin 2004)",,,"ICD-9-CM"
"52521","136","Teeth dx","ATROPHY MANDIBLE-MINIMAL (Begin 2004)",,,"ICD-9-CM"
"52522","136","Teeth dx","ATROPHY MANDIBLE-MODRATE (Begin 2004)",,,"ICD-9-CM"
"52523","136","Teeth dx","ATROPHY MANDIBLE-SEVERE (Begin 2004)",,,"ICD-9-CM"
"52524","136","Teeth dx","ATROPHY MAXILLA-MINIMAL (Begin 2004)",,,"ICD-9-CM"
"52525","136","Teeth dx","ATROPHY MAXILLA-MODERATE (Begin 2004)",,,"ICD-9-CM"
"52526","136","Teeth dx","ATROPHY MAXILLA-SEVERE (Begin 2004)",,,"ICD-9-CM"
"5253","136","Teeth dx","RETAINED DENTAL ROOT",,,"ICD-9-CM"
"52540","136","Teeth dx","COMPLETE EDENTULISM NOS (Begin 2005)",,,"ICD-9-CM"
"52541","136","Teeth dx","COMP EDENTULISM (Begin 2005)",,,"ICD-9-CM"
"52542","136","Teeth dx","COMP EDENTULISM (Begin 2005)",,,"ICD-9-CM"
"52543","136","Teeth dx","COMP EDENTULSM (Begin 2005)",,,"ICD-9-CM"
"52544","136","Teeth dx","COMP EDENTULISM (Begin 2005)",,,"ICD-9-CM"
"52550","136","Teeth dx","PARTIAL EDENTULISM NOS (Begin 2005)",,,"ICD-9-CM"
"52551","136","Teeth dx","PART EDENTULISM (Begin 2005)",,,"ICD-9-CM"
"52552","136","Teeth dx","PART EDENTULISM (Begin 2005)",,,"ICD-9-CM"
"52553","136","Teeth dx","PART EDENTULSM (Begin 2005)",,,"ICD-9-CM"
"52554","136","Teeth dx","PART EDENTULISM (Begin 2005)",,,"ICD-9-CM"
"52560","136","Teeth dx","UNSAT RESTORE TOOTH NOS (Begin 2006)",,,"ICD-9-CM"
"52561","136","Teeth dx","OPEN RESTORATION MARGINS (Begin 2006)",,,"ICD-9-CM"
"52562","136","Teeth dx","OVERHANG DENTAL RESTORE (Begin 2006)",,,"ICD-9-CM"
"52563","136","Teeth dx","FX DENTAL MAT W/O LOSS (Begin 2006)",,,"ICD-9-CM"
"52564","136","Teeth dx","FX DENTL MATERIAL W LOSS (Begin 2006)",,,"ICD-9-CM"
"52565","136","Teeth dx","CONTOUR RESTORE TOOTH (Begin 2006)",,,"ICD-9-CM"
"52566","136","Teeth dx","ALLERGY DENTAL RES MAT (Begin 2006)",,,"ICD-9-CM"
"52567","136","Teeth dx","POOR AESTHETICS RESTORE (Begin 2006)",,,"ICD-9-CM"
"52569","136","Teeth dx","UNSAT RESTORE TOOTH NEC (Begin 2006)",,,"ICD-9-CM"
"52571","136","Teeth dx","OSSEO FAIL DENTAL IMPLNT (Begin 2007)",,,"ICD-9-CM"
"52572","136","Teeth dx","POST-OSSE BIOL FAIL IMPL (Begin 2007)",,,"ICD-9-CM"
"52573","136","Teeth dx","POST-OSSE MECH FAIL IMPL (Begin 2007)",,,"ICD-9-CM"
"52579","136","Teeth dx","ENDOS DENTL IMP FAIL NEC (Begin 2007)",,,"ICD-9-CM"
"5258","136","Teeth dx","DENTAL DISORDER NEC",,,"ICD-9-CM"
"5259","136","Teeth dx","DENTAL DISORDER NOS",,,"ICD-9-CM"
"5260","136","Teeth dx","DEVEL ODONTOGENIC CYSTS",,,"ICD-9-CM"
"5261","136","Teeth dx","FISSURAL CYSTS OF JAW",,,"ICD-9-CM"
"5262","136","Teeth dx","CYSTS OF JAWS NEC",,,"ICD-9-CM"
"5263","136","Teeth dx","CENT GIANT CELL GRANULOM",,,"ICD-9-CM"
"5264","136","Teeth dx","INFLAMMATION OF JAW",,,"ICD-9-CM"
"5265","136","Teeth dx","ALVEOLITIS OF JAW",,,"ICD-9-CM"
"52661","136","Teeth dx","PERFOR ROOT CANAL SPACE (Begin 2006)",,,"ICD-9-CM"
"52662","136","Teeth dx","ENDODONTIC OVERFILL (Begin 2006)",,,"ICD-9-CM"
"52663","136","Teeth dx","ENDODONTIC UNDERFILL (Begin 2006)",,,"ICD-9-CM"
"52669","136","Teeth dx","PERIRADICULAR PATH NEC (Begin 2006)",,,"ICD-9-CM"
"52681","136","Teeth dx","EXOSTOSIS OF JAW",,,"ICD-9-CM"
"52689","136","Teeth dx","JAW DISEASE NEC",,,"ICD-9-CM"
"5269","136","Teeth dx","JAW DISEASE NOS",,,"ICD-9-CM"
"5270","137","Mouth dx","SALIVARY GLAND ATROPHY",,,"ICD-9-CM"
"5271","137","Mouth dx","SALIVARY GLND HYPRTROPHY",,,"ICD-9-CM"
"5272","137","Mouth dx","SIALOADENITIS",,,"ICD-9-CM"
"5273","137","Mouth dx","SALIVARY GLAND ABSCESS",,,"ICD-9-CM"
"5274","137","Mouth dx","SALIVARY GLAND FISTULA",,,"ICD-9-CM"
"5275","137","Mouth dx","SIALOLITHIASIS",,,"ICD-9-CM"
"5276","137","Mouth dx","SALIVARY GLAND MUCOCELE",,,"ICD-9-CM"
"5277","137","Mouth dx","SALIVARY SECRETION DIS",,,"ICD-9-CM"
"5278","137","Mouth dx","SALIVARY GLAND DIS NEC",,,"ICD-9-CM"
"5279","137","Mouth dx","SALIVARY GLAND DIS NOS",,,"ICD-9-CM"
"5280","137","Mouth dx","STOMATITIS",,,"ICD-9-CM"
"52800","137","Mouth dx","STOMATITIS/MUCOSITIS NOS (Begin 2006)",,,"ICD-9-CM"
"52801","242","Poisn ot med","MUCOSITS D/T ANTINEO RX (Begin 2006)",,,"ICD-9-CM"
"52802","242","Poisn ot med","MUCOSITIS D/T DRUGS NEC (Begin 2006)",,,"ICD-9-CM"
"52809","137","Mouth dx","STOMATITS & MUCOSITS NEC (Begin 2006)",,,"ICD-9-CM"
"5281","137","Mouth dx","CANCRUM ORIS",,,"ICD-9-CM"
"5282","137","Mouth dx","ORAL APHTHAE",,,"ICD-9-CM"
"5283","137","Mouth dx","CELLULITIS/ABSCESS MOUTH",,,"ICD-9-CM"
"5284","137","Mouth dx","ORAL SOFT TISSUE CYST",,,"ICD-9-CM"
"5285","137","Mouth dx","DISEASES OF LIPS",,,"ICD-9-CM"
"5286","137","Mouth dx","LEUKOPLAKIA ORAL MUCOSA",,,"ICD-9-CM"
"5287","137","Mouth dx","ORAL EPITHELIUM DIS NEC (End 2004)",,,"ICD-9-CM"
"52871","137","Mouth dx","KERATIN RIDGE MUCOSA-MIN (Begin 2004)",,,"ICD-9-CM"
"52872","137","Mouth dx","KERATIN RIDGE MUC-EXCESS (Begin 2004)",,,"ICD-9-CM"
"52879","137","Mouth dx","DIST ORAL EPITHELIUM NEC (Begin 2004)",,,"ICD-9-CM"
"5288","137","Mouth dx","ORAL SUBMUCOSAL FIBROSIS",,,"ICD-9-CM"
"5289","137","Mouth dx","ORAL SOFT TISSUE DIS NEC",,,"ICD-9-CM"
"5290","137","Mouth dx","GLOSSITIS",,,"ICD-9-CM"
"5291","137","Mouth dx","GEOGRAPHIC TONGUE",,,"ICD-9-CM"
"5292","137","Mouth dx","MED RHOMBOID GLOSSITIS",,,"ICD-9-CM"
"5293","137","Mouth dx","HYPERTROPH TONGUE PAPILL",,,"ICD-9-CM"
"5294","137","Mouth dx","ATROPHY TONGUE PAPILLAE",,,"ICD-9-CM"
"5295","137","Mouth dx","PLICATED TONGUE",,,"ICD-9-CM"
"5296","137","Mouth dx","GLOSSODYNIA",,,"ICD-9-CM"
"5298","137","Mouth dx","TONGUE DISORDER NEC",,,"ICD-9-CM"
"5299","137","Mouth dx","TONGUE DISORDER NOS",,,"ICD-9-CM"
"5300","138","Esophgeal dx","ACHALASIA & CARDIOSPASM",,,"ICD-9-CM"
"5301","138","Esophgeal dx","ESOPHAGITIS (End 1993)",,,"ICD-9-CM"
"53010","138","Esophgeal dx","ESOPHAGITIS UNSPEC (Begin 1993)",,,"ICD-9-CM"
"53011","138","Esophgeal dx","REFLUX ESOPHAGITIS (Begin 1993)",,,"ICD-9-CM"
"53012","138","Esophgeal dx","ACUTE ESOPHAGITIS (Begin 2001)",,,"ICD-9-CM"
"53013","138","Esophgeal dx","EOSINOPHILIC ESOPHAGITIS (Begin 2008)",,,"ICD-9-CM"
"53019","138","Esophgeal dx","OTH ESOPHAGITIS (Begin 1993)",,,"ICD-9-CM"
"5302","138","Esophgeal dx","ULCER OF ESOPHAGUS (End 2003)",,,"ICD-9-CM"
"53020","138","Esophgeal dx","ULCER OF ESOPHAGUS WITHOUT BLEEDING (Begin 2003)",,,"ICD-9-CM"
"53021","138","Esophgeal dx","ULCER OF ESOPHAGUS WITH BLEEDING (Begin 2003)",,,"ICD-9-CM"
"5303","138","Esophgeal dx","ESOPHAGEAL STRICTURE",,,"ICD-9-CM"
"5304","138","Esophgeal dx","PERFORATION OF ESOPHAGUS",,,"ICD-9-CM"
"5305","138","Esophgeal dx","DYSKINESIA OF ESOPHAGUS",,,"ICD-9-CM"
"5306","138","Esophgeal dx","ACQ ESOPHAG DIVERTICULUM",,,"ICD-9-CM"
"5307","153","GI hemorrhag","MALLORY-WEISS SYNDROME",,,"ICD-9-CM"
"5308","138","Esophgeal dx","ESOPHAGEAL DISORDER NEC (End 1993)",,,"ICD-9-CM"
"53081","138","Esophgeal dx","ESOPHAGEAL REFLUX (Begin 1993)",,,"ICD-9-CM"
"53082","153","GI hemorrhag","ESOPHAGEAL HEMORRHAGE (Begin 1993)",,,"ICD-9-CM"
"53083","138","Esophgeal dx","ESOPHAGEAL LEUKOPLAKIA (Begin 1993)",,,"ICD-9-CM"
"53084","138","Esophgeal dx","TRACHEOESOPHAGEAL FISTULA (Begin 1993)",,,"ICD-9-CM"
"53085","138","Esophgeal dx","BARRETTS ESOPHAGUS (Begin 2003)",,,"ICD-9-CM"
"53086","238","Complic proc","ESOPHAGOSTOMY INFECTION (Begin 2004)",,,"ICD-9-CM"
"53087","238","Complic proc","MECH COMP ESOPHAGOSTOMY (Begin 2004)",,,"ICD-9-CM"
"53089","138","Esophgeal dx","OTH SPEC DISORDER ESOPHAGUS (Begin 1993)",,,"ICD-9-CM"
"5309","138","Esophgeal dx","ESOPHAGEAL DISORDER NOS",,,"ICD-9-CM"
"53100","153","GI hemorrhag","AC STOMACH ULCER W HEM",,,"ICD-9-CM"
"53101","153","GI hemorrhag","AC STOMAC ULC W HEM-OBST",,,"ICD-9-CM"
"53110","139","Gasduo ulcer","AC STOMACH ULCER W PERF",,,"ICD-9-CM"
"53111","139","Gasduo ulcer","AC STOM ULC W PERF-OBST",,,"ICD-9-CM"
"53120","153","GI hemorrhag","AC STOMAC ULC W HEM/PERF",,,"ICD-9-CM"
"53121","153","GI hemorrhag","AC STOM ULC HEM/PERF-OBS",,,"ICD-9-CM"
"53130","139","Gasduo ulcer","ACUTE STOMACH ULCER NOS",,,"ICD-9-CM"
"53131","139","Gasduo ulcer","AC STOMACH ULC NOS-OBSTR",,,"ICD-9-CM"
"53140","153","GI hemorrhag","CHR STOMACH ULC W HEM",,,"ICD-9-CM"
"53141","153","GI hemorrhag","CHR STOM ULC W HEM-OBSTR",,,"ICD-9-CM"
"53150","139","Gasduo ulcer","CHR STOMACH ULCER W PERF",,,"ICD-9-CM"
"53151","139","Gasduo ulcer","CHR STOM ULC W PERF-OBST",,,"ICD-9-CM"
"53160","153","GI hemorrhag","CHR STOMACH ULC HEM/PERF",,,"ICD-9-CM"
"53161","153","GI hemorrhag","CHR STOM ULC HEM/PERF-OB",,,"ICD-9-CM"
"53170","139","Gasduo ulcer","CHR STOMACH ULCER NOS",,,"ICD-9-CM"
"53171","139","Gasduo ulcer","CHR STOMACH ULC NOS-OBST",,,"ICD-9-CM"
"53190","139","Gasduo ulcer","STOMACH ULCER NOS",,,"ICD-9-CM"
"53191","139","Gasduo ulcer","STOMACH ULCER NOS-OBSTR",,,"ICD-9-CM"
"53200","153","GI hemorrhag","AC DUODENAL ULCER W HEM",,,"ICD-9-CM"
"53201","153","GI hemorrhag","AC DUODEN ULC W HEM-OBST",,,"ICD-9-CM"
"53210","139","Gasduo ulcer","AC DUODENAL ULCER W PERF",,,"ICD-9-CM"
"53211","139","Gasduo ulcer","AC DUODEN ULC PERF-OBSTR",,,"ICD-9-CM"
"53220","153","GI hemorrhag","AC DUODEN ULC W HEM/PERF",,,"ICD-9-CM"
"53221","153","GI hemorrhag","AC DUOD ULC HEM/PERF-OBS",,,"ICD-9-CM"
"53230","139","Gasduo ulcer","ACUTE DUODENAL ULCER NOS",,,"ICD-9-CM"
"53231","139","Gasduo ulcer","AC DUODENAL ULC NOS-OBST",,,"ICD-9-CM"
"53240","153","GI hemorrhag","CHR DUODEN ULCER W HEM",,,"ICD-9-CM"
"53241","153","GI hemorrhag","CHR DUODEN ULC HEM-OBSTR",,,"ICD-9-CM"
"53250","139","Gasduo ulcer","CHR DUODEN ULCER W PERF",,,"ICD-9-CM"
"53251","139","Gasduo ulcer","CHR DUODEN ULC PERF-OBST",,,"ICD-9-CM"
"53260","153","GI hemorrhag","CHR DUODEN ULC HEM/PERF",,,"ICD-9-CM"
"53261","153","GI hemorrhag","CHR DUOD ULC HEM/PERF-OB",,,"ICD-9-CM"
"53270","139","Gasduo ulcer","CHR DUODENAL ULCER NOS",,,"ICD-9-CM"
"53271","139","Gasduo ulcer","CHR DUODEN ULC NOS-OBSTR",,,"ICD-9-CM"
"53290","139","Gasduo ulcer","DUODENAL ULCER NOS",,,"ICD-9-CM"
"53291","139","Gasduo ulcer","DUODENAL ULCER NOS-OBSTR",,,"ICD-9-CM"
"53300","153","GI hemorrhag","AC PEPTIC ULCER W HEMORR",,,"ICD-9-CM"
"53301","153","GI hemorrhag","AC PEPTIC ULC W HEM-OBST",,,"ICD-9-CM"
"53310","139","Gasduo ulcer","AC PEPTIC ULCER W PERFOR",,,"ICD-9-CM"
"53311","139","Gasduo ulcer","AC PEPTIC ULC W PERF-OBS",,,"ICD-9-CM"
"53320","153","GI hemorrhag","AC PEPTIC ULC W HEM/PERF",,,"ICD-9-CM"
"53321","153","GI hemorrhag","AC PEPT ULC HEM/PERF-OBS",,,"ICD-9-CM"
"53330","139","Gasduo ulcer","ACUTE PEPTIC ULCER NOS",,,"ICD-9-CM"
"53331","139","Gasduo ulcer","AC PEPTIC ULCER NOS-OBST",,,"ICD-9-CM"
"53340","153","GI hemorrhag","CHR PEPTIC ULCER W HEM",,,"ICD-9-CM"
"53341","153","GI hemorrhag","CHR PEPTIC ULC W HEM-OBS",,,"ICD-9-CM"
"53350","139","Gasduo ulcer","CHR PEPTIC ULCER W PERF",,,"ICD-9-CM"
"53351","139","Gasduo ulcer","CHR PEPTIC ULC PERF-OBST",,,"ICD-9-CM"
"53360","153","GI hemorrhag","CHR PEPT ULC W HEM/PERF",,,"ICD-9-CM"
"53361","153","GI hemorrhag","CHR PEPT ULC HEM/PERF-OB",,,"ICD-9-CM"
"53370","139","Gasduo ulcer","CHRONIC PEPTIC ULCER NOS",,,"ICD-9-CM"
"53371","139","Gasduo ulcer","CHR PEPTIC ULCER NOS-OBS",,,"ICD-9-CM"
"53390","139","Gasduo ulcer","PEPTIC ULCER NOS",,,"ICD-9-CM"
"53391","139","Gasduo ulcer","PEPTIC ULCER NOS-OBSTRUC",,,"ICD-9-CM"
"53400","153","GI hemorrhag","AC MARGINAL ULCER W HEM",,,"ICD-9-CM"
"53401","153","GI hemorrhag","AC MARGIN ULC W HEM-OBST",,,"ICD-9-CM"
"53410","139","Gasduo ulcer","AC MARGINAL ULCER W PERF",,,"ICD-9-CM"
"53411","139","Gasduo ulcer","AC MARGIN ULC W PERF-OBS",,,"ICD-9-CM"
"53420","153","GI hemorrhag","AC MARGIN ULC W HEM/PERF",,,"ICD-9-CM"
"53421","153","GI hemorrhag","AC MARG ULC HEM/PERF-OBS",,,"ICD-9-CM"
"53430","139","Gasduo ulcer","AC MARGINAL ULCER NOS",,,"ICD-9-CM"
"53431","139","Gasduo ulcer","AC MARGINAL ULC NOS-OBST",,,"ICD-9-CM"
"53440","153","GI hemorrhag","CHR MARGINAL ULCER W HEM",,,"ICD-9-CM"
"53441","153","GI hemorrhag","CHR MARGIN ULC W HEM-OBS",,,"ICD-9-CM"
"53450","139","Gasduo ulcer","CHR MARGINAL ULC W PERF",,,"ICD-9-CM"
"53451","139","Gasduo ulcer","CHR MARGIN ULC PERF-OBST",,,"ICD-9-CM"
"53460","153","GI hemorrhag","CHR MARGIN ULC HEM/PERF",,,"ICD-9-CM"
"53461","153","GI hemorrhag","CHR MARG ULC HEM/PERF-OB",,,"ICD-9-CM"
"53470","139","Gasduo ulcer","CHR MARGINAL ULCER NOS",,,"ICD-9-CM"
"53471","139","Gasduo ulcer","CHR MARGINAL ULC NOS-OBS",,,"ICD-9-CM"
"53490","139","Gasduo ulcer","GASTROJEJUNAL ULCER NOS",,,"ICD-9-CM"
"53491","139","Gasduo ulcer","GASTROJEJUN ULC NOS-OBST",,,"ICD-9-CM"
"5350","140","Gastritis","ACUTE GASTRITIS (Begin 1980 End 1991)",,,"ICD-9-CM"
"53500","140","Gastritis","ACUTE GASTRTIS W/O HMRHG (Begin 1991)",,,"ICD-9-CM"
"53501","140","Gastritis","ACUTE GASTRITIS W HMRHG (Begin 1991)",,,"ICD-9-CM"
"5351","140","Gastritis","ATROPHIC GASTRITIS (Begin 1980 End 1991)",,,"ICD-9-CM"
"53510","140","Gastritis","ATRPH GASTRTIS W/O HMRHG (Begin 1991)",,,"ICD-9-CM"
"53511","140","Gastritis","ATRPH GASTRITIS W HMRHG (Begin 1991)",,,"ICD-9-CM"
"5352","140","Gastritis","GASTR MUCOSAL HYPERTROPH (Begin 1980 End 1991)",,,"ICD-9-CM"
"53520","140","Gastritis","GSTR MCSL HYPRT W/O HMRG (Begin 1991)",,,"ICD-9-CM"
"53521","140","Gastritis","GSTR MCSL HYPRT W HMRG (Begin 1991)",,,"ICD-9-CM"
"5353","663","Screening and history of mental health an","ALCOHOL GASTRITIS",,,"ICD-9-CM"
"53530","660","Alcohol-related disorders","ALCHL GASTRTIS W/O HMRHG (Begin 1991)",,,"ICD-9-CM"
"53531","660","Alcohol-related disorders","ALCHL GSTRITIS W HMRHG (Begin 1991)",,,"ICD-9-CM"
"5354","140","Gastritis","GASTRITIS NEC (Begin 1980 End 1991)",,,"ICD-9-CM"
"53540","140","Gastritis","OTH SPF GSTRT W/O HMRHG (Begin 1991)",,,"ICD-9-CM"
"53541","140","Gastritis","OTH SPF GASTRT W HMRHG (Begin 1991)",,,"ICD-9-CM"
"5355","140","Gastritis","GASTRITIS/DUODENITIS NOS (Begin 1980 End 1991)",,,"ICD-9-CM"
"53550","140","Gastritis","GSTR/DDNTS NOS W/O HMRHG (Begin 1991)",,,"ICD-9-CM"
"53551","140","Gastritis","GSTR/DDNTS NOS W HMRHG (Begin 1991)",,,"ICD-9-CM"
"5356","140","Gastritis","DUODENITIS (Begin 1980 End 1991)",,,"ICD-9-CM"
"53560","140","Gastritis","DUODENITIS W/O HMRHG (Begin 1991)",,,"ICD-9-CM"
"53561","140","Gastritis","DUODENITIS W HMRHG (Begin 1991)",,,"ICD-9-CM"
"53570","140","Gastritis","EOSINOPHIL GASTRT WO HEM (Begin 2008)",,,"ICD-9-CM"
"53571","140","Gastritis","EOSINOPHILC GASTRT W HEM (Begin 2008)",,,"ICD-9-CM"
"5360","141","Ot dx stomch","ACHLORHYDRIA",,,"ICD-9-CM"
"5361","141","Ot dx stomch","AC DILATION OF STOMACH",,,"ICD-9-CM"
"5362","141","Ot dx stomch","PERSISTENT VOMITING",,,"ICD-9-CM"
"5363","141","Ot dx stomch","GASTROPARESIS (Begin 1994)",,,"ICD-9-CM"
"53640","238","Complic proc","GASTROST COMPL UNSP (Begin 1998)",,,"ICD-9-CM"
"53641","238","Complic proc","GASTROST INFECTN (Begin 1998)",,,"ICD-9-CM"
"53642","238","Complic proc","GASTROST MECH COMPL (Begin 1998)",,,"ICD-9-CM"
"53649","238","Complic proc","GASTROST COMPL OTH (Begin 1998)",,,"ICD-9-CM"
"5368","141","Ot dx stomch","STOMACH FUNCTION DIS NEC",,,"ICD-9-CM"
"5369","141","Ot dx stomch","STOMACH FUNCTION DIS NOS",,,"ICD-9-CM"
"5370","141","Ot dx stomch","ACQ PYLORIC STENOSIS",,,"ICD-9-CM"
"5371","141","Ot dx stomch","GASTRIC DIVERTICULUM",,,"ICD-9-CM"
"5372","141","Ot dx stomch","CHRONIC DUODENAL ILEUS",,,"ICD-9-CM"
"5373","141","Ot dx stomch","DUODENAL OBSTRUCTION NEC",,,"ICD-9-CM"
"5374","141","Ot dx stomch","GASTRIC/DUODENAL FISTULA",,,"ICD-9-CM"
"5375","141","Ot dx stomch","GASTROPTOSIS",,,"ICD-9-CM"
"5376","141","Ot dx stomch","HOURGLASS STRICTURE STOM",,,"ICD-9-CM"
"53781","141","Ot dx stomch","PYLOROSPASM",,,"ICD-9-CM"
"53782","141","Ot dx stomch","ANGIO STM/DUDN (W/O HMRHG) (Begin 1990)",,,"ICD-9-CM"
"53783","141","Ot dx stomch","ANGIO STM/DUDN W HMRHG (Begin 1991)",,,"ICD-9-CM"
"53784","141","Ot dx stomch","DIEULAFOY LESION OF STOMACH & DUOD (Begin 2002)",,,"ICD-9-CM"
"53789","141","Ot dx stomch","GASTRODUODENAL DIS NEC",,,"ICD-9-CM"
"5379","141","Ot dx stomch","GASTRODUODENAL DIS NOS",,,"ICD-9-CM"
"538","155","Other GI dx","GI MUCOSITIS (ULCERATVE) (Begin 2006)",,,"ICD-9-CM"
"53901","238","Complic proc","Inf d/t gastrc band proc (Begin 2011)",,,"ICD-9-CM"
"53909","238","Complic proc","Oth cmp gastrc band proc (Begin 2011)",,,"ICD-9-CM"
"53981","238","Complic proc","Inf d/t ot bariatrc proc (Begin 2011)",,,"ICD-9-CM"
"53989","238","Complic proc","Ot comp ot bariatrc proc (Begin 2011)",,,"ICD-9-CM"
"5400","142","Appendicitis","AC APPEND W PERITONITIS",,,"ICD-9-CM"
"5401","142","Appendicitis","ABSCESS OF APPENDIX",,,"ICD-9-CM"
"5409","142","Appendicitis","ACUTE APPENDICITIS NOS",,,"ICD-9-CM"
"541","142","Appendicitis","APPENDICITIS NOS",,,"ICD-9-CM"
"542","142","Appendicitis","OTHER APPENDICITIS",,,"ICD-9-CM"
"5430","142","Appendicitis","HYPERPLASIA OF APPENDIX",,,"ICD-9-CM"
"5439","142","Appendicitis","DISEASES OF APPENDIX NEC",,,"ICD-9-CM"
"55000","143","Abdom hernia","UNILAT ING HERNIA W GANG",,,"ICD-9-CM"
"55001","143","Abdom hernia","RECUR UNIL ING HERN-GANG",,,"ICD-9-CM"
"55002","143","Abdom hernia","BILAT ING HERNIA W GANG",,,"ICD-9-CM"
"55003","143","Abdom hernia","RECUR BIL ING HERN-GANG",,,"ICD-9-CM"
"55010","143","Abdom hernia","UNILAT ING HERNIA W OBST",,,"ICD-9-CM"
"55011","143","Abdom hernia","RECUR UNIL ING HERN-OBST",,,"ICD-9-CM"
"55012","143","Abdom hernia","BILAT ING HERNIA W OBST",,,"ICD-9-CM"
"55013","143","Abdom hernia","RECUR BIL ING HERN-OBSTR",,,"ICD-9-CM"
"55090","143","Abdom hernia","UNILAT INGUINAL HERNIA",,,"ICD-9-CM"
"55091","143","Abdom hernia","RECUR UNILAT INGUIN HERN",,,"ICD-9-CM"
"55092","143","Abdom hernia","BILAT INGUINAL HERNIA",,,"ICD-9-CM"
"55093","143","Abdom hernia","RECUR BILAT INGUIN HERN",,,"ICD-9-CM"
"55100","143","Abdom hernia","UNIL FEMORAL HERN W GANG",,,"ICD-9-CM"
"55101","143","Abdom hernia","REC UNIL FEM HERN W GANG",,,"ICD-9-CM"
"55102","143","Abdom hernia","BILAT FEM HERN W GANG",,,"ICD-9-CM"
